timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,start
5056,0.0,20927870.0,105.5508,11852710.0,64.99096,0
5057,0.0,20930170.0,105.5463,11851650.0,64.99097,0
5058,0.0,20932460.0,105.5418,11850970.0,64.99098,0
5059,0.0,20933610.0,105.5396,11850290.0,64.99099,0
5060,0.0,20934760.0,105.5373,11849600.0,64.991,0
5061,0.0,20934620.0,105.5441,11848920.0,64.991,0
5062,0.0,20934480.0,105.5508,11848240.0,64.99101,0
5063,0.0,20934330.0,105.5688,11847560.0,64.99102,0
5064,0.0,20934190.0,105.5868,11846880.0,64.99103,0
5065,0.0,20934040.0,105.5823,11846190.0,64.99104,0
5066,0.0,20933900.0,105.5779,11845510.0,64.99104,0
5067,0.0,20933760.0,105.5733,11844830.0,64.99105,0
5068,0.0,20933610.0,105.5688,11844150.0,64.99107,0
5069,0.0,20933470.0,105.5643,11843470.0,64.99107,0
5070,0.0,20933330.0,105.5598,11842790.0,64.99108,0
5071,0.0,20933180.0,105.5554,11842100.0,64.99109,0
5072,0.0,20933040.0,105.5508,11841420.0,64.9911,0
5073,0.0,20932890.0,105.5493,11840740.0,64.9911,0
5074,0.0,20932750.0,105.5479,11840060.0,64.99111,0
5075,0.0,20932610.0,105.5463,11839380.0,64.99112,0
5076,0.0,20932460.0,105.5448,11838690.0,64.99113,0
5077,0.0,20933610.0,105.5434,11838010.0,64.99113,0
5078,0.0,20934760.0,105.5418,11837330.0,64.99114,0
5079,0.0,20933610.0,105.5396,11836650.0,64.99116,0
5080,0.0,20932460.0,105.5373,11837790.0,64.99117,0
5081,0.0,20931310.0,105.5396,11838920.0,64.99117,0
5082,0.0,20930170.0,105.5418,11840060.0,64.99118,0
5083,0.0,20929020.0,105.5407,11841190.0,64.99119,0
5084,0.0,20927870.0,105.5396,11842330.0,64.9912,0
5085,0.0,20931310.0,105.5385,11843470.0,64.9912,0
5086,0.0,20934760.0,105.5373,11844600.0,64.99121,0
5087,0.0,20933610.0,105.5396,11845740.0,64.99122,0
5088,0.0,20932460.0,105.5418,11846880.0,64.99123,0
5089,0.0,20932850.0,105.5407,11848010.0,64.99124,0
5090,0.0,20933230.0,105.5396,11849150.0,64.99125,0
5091,0.0,20933610.0,105.5385,11849910.0,64.99126,0
5092,0.0,20934000.0,105.5373,11850660.0,64.99126,0
5093,0.0,20934380.0,105.5351,11851420.0,64.99127,0
5094,0.0,20934760.0,105.5328,11852180.0,64.99128,0
5095,0.0,20934380.0,105.5351,11852940.0,64.99129,0
5096,0.0,20934000.0,105.5373,11853690.0,64.99129,0
5097,0.0,20933610.0,105.5385,11854450.0,64.9913,0
5098,0.0,20933230.0,105.5396,11855210.0,64.99131,0
5099,0.0,20932850.0,105.5407,11855970.0,64.99133,0
5100,0.0,20932460.0,105.5418,11856720.0,64.99133,0
5101,0.0,20933610.0,105.5434,11857480.0,64.99134,0
5102,0.0,20934760.0,105.5448,11856190.0,64.99135,0
5103,0.0,20934480.0,105.5463,11854910.0,64.99136,0
5104,0.0,20934190.0,105.5479,11853620.0,64.99136,0
5105,0.0,20933900.0,105.5493,11852330.0,64.99137,0
5106,0.0,20933610.0,105.5508,11851040.0,64.99138,0
5107,0.0,20933330.0,105.5463,11849750.0,64.99139,0
5108,0.0,20933040.0,105.5418,11848470.0,64.99139,0
5109,0.0,20932750.0,105.5396,11847180.0,64.99141,0
5110,0.0,20932460.0,105.5373,11845890.0,64.99142,0
5111,0.0,20933610.0,105.5396,11844600.0,64.99142,0
5112,0.0,20934760.0,105.5418,11843320.0,64.99143,0
5113,0.0,20933040.0,105.5411,11841720.0,64.99144,0
5114,0.0,20931310.0,105.5403,11840130.0,64.99145,0
5115,0.0,20929590.0,105.5396,11838540.0,64.99146,0
5116,0.0,20927870.0,105.5388,11836950.0,64.99146,0
5117,0.0,20931310.0,105.5381,11835360.0,64.99147,0
5118,0.0,20934760.0,105.5373,11833770.0,64.99148,0
5119,0.0,20934190.0,105.5381,11832180.0,64.99149,0
5120,0.0,20933610.0,105.5388,11830590.0,64.9915,0
5121,0.0,20933040.0,105.5396,11829000.0,64.99151,0
5122,0.0,20932460.0,105.5403,11827410.0,64.99152,0
5123,0.0,20933610.0,105.5411,11825820.0,64.99152,0
5124,0.0,20934760.0,105.5418,11827180.0,64.99153,0
5125,0.0,20933610.0,105.5373,11828540.0,64.99154,0
5126,0.0,20932460.0,105.5328,11829910.0,64.99155,0
5127,0.0,20933040.0,105.5351,11831270.0,64.99155,0
5128,0.0,20933610.0,105.5373,11832630.0,64.99156,0
5129,0.0,20934190.0,105.5598,11834000.0,64.99158,0
5130,0.0,20934760.0,105.5823,11835360.0,64.99158,0
5131,0.0,20931310.0,105.5773,11836720.0,64.99159,0
5132,0.0,20927870.0,105.5722,11838090.0,64.9916,0
5133,0.0,20929590.0,105.5672,11839450.0,64.99161,0
5134,0.0,20931310.0,105.5621,11840820.0,64.99162,0
5135,0.0,20933040.0,105.557,11843390.0,64.99162,0
5136,0.0,20934760.0,105.552,11845970.0,64.99163,0
5137,0.0,20934190.0,105.5469,11848540.0,64.99164,0
5138,0.0,20933610.0,105.5418,11851120.0,64.99165,0
5139,0.0,20933040.0,105.5396,11853690.0,64.99166,0
5140,0.0,20932460.0,105.5373,11856270.0,64.99167,0
5141,0.0,20932850.0,105.5396,11858850.0,64.99168,0
5142,0.0,20933230.0,105.5418,11861420.0,64.99168,0
5143,0.0,20933610.0,105.5396,11864000.0,64.99169,0
5144,0.0,20934000.0,105.5373,11866570.0,64.9917,0
5145,0.0,20934380.0,105.5351,11869150.0,64.99171,0
5146,0.0,20934760.0,105.5328,11867180.0,64.99171,0
5147,0.0,20933040.0,105.5351,11865210.0,64.99172,0
5148,0.0,20931310.0,105.5373,11863240.0,64.99173,0
5149,0.0,20929590.0,105.5381,11861270.0,64.99174,0
5150,0.0,20927870.0,105.5388,11859300.0,64.99175,0
5151,0.0,20930170.0,105.5396,11857330.0,64.99176,0
5152,0.0,20932460.0,105.5403,11855360.0,64.99177,0
5153,0.0,20933040.0,105.5411,11853390.0,64.99178,0
5154,0.0,20933610.0,105.5418,11851420.0,64.99178,0
5155,0.0,20934190.0,105.5373,11849450.0,64.99179,0
5156,0.0,20934760.0,105.5328,11847480.0,64.9918,0
5157,0.0,20934190.0,105.534,11846800.0,64.99181,0
5158,0.0,20933610.0,105.5351,11846120.0,64.99181,0
5159,0.0,20933040.0,105.5362,11845440.0,64.99182,0
5160,0.0,20932460.0,105.5373,11844750.0,64.99184,0
5161,0.0,20933610.0,105.5418,11844070.0,64.99184,0
5162,0.0,20934760.0,105.5463,11843390.0,64.99185,0
5163,0.0,20933610.0,105.5508,11842710.0,64.99186,0
5164,0.0,20932460.0,105.5553,11842030.0,64.99187,0
5165,0.0,20933040.0,105.5463,11841350.0,64.99187,0
5166,0.0,20933610.0,105.5373,11840660.0,64.99188,0
5167,0.0,20934190.0,105.5396,11839980.0,64.99189,0
5168,0.0,20934760.0,105.5418,11841190.0,64.9919,0
5169,0.0,20934380.0,105.5396,11842410.0,64.99191,0
5170,0.0,20934000.0,105.5373,11843620.0,64.99192,0
5171,0.0,20933610.0,105.5351,11844830.0,64.99193,0
5172,0.0,20933230.0,105.5328,11846040.0,64.99194,0
5173,0.0,20932850.0,105.5418,11847250.0,64.99194,0
5174,0.0,20932460.0,105.5508,11848470.0,64.99195,0
5175,0.0,20933610.0,105.5396,11849680.0,64.99196,0
5176,0.0,20934760.0,105.5284,11850890.0,64.99197,0
5177,0.0,20933610.0,105.5306,11852100.0,64.99197,0
5178,0.0,20932460.0,105.5328,11853320.0,64.99198,0
5179,0.0,20933610.0,105.5351,11854750.0,64.99199,0
5180,0.0,20934760.0,105.5373,11856190.0,64.992,0
5181,0.0,20933610.0,105.5362,11857630.0,64.99201,0
5182,0.0,20932460.0,105.5351,11859070.0,64.99202,0
5183,0.0,20933610.0,105.534,11860510.0,64.99203,0
5184,0.0,20934760.0,105.5328,11861950.0,64.99203,0
5185,0.0,20934570.0,105.534,11863390.0,64.99204,0
5186,0.0,20934380.0,105.5351,11864830.0,64.99205,0
5187,0.0,20934190.0,105.5362,11866270.0,64.99206,0
5188,0.0,20934000.0,105.5373,11867710.0,64.99207,0
5189,0.0,20933800.0,105.5351,11869150.0,64.99207,0
5190,0.0,20933610.0,105.5328,11867480.0,64.99209,0
5191,0.0,20933420.0,105.5351,11865820.0,64.9921,0
5192,0.0,20933230.0,105.5373,11864150.0,64.9921,0
5193,0.0,20933040.0,105.5362,11862480.0,64.99211,0
5194,0.0,20932850.0,105.5351,11860820.0,64.99212,0
5195,0.0,20932660.0,105.534,11859150.0,64.99213,0
5196,0.0,20932460.0,105.5328,11857480.0,64.99213,0
5197,0.0,20933610.0,105.5306,11855820.0,64.99214,0
5198,0.0,20934760.0,105.5284,11854150.0,64.99215,0
5199,0.0,20934190.0,105.5329,11852480.0,64.99216,0
5200,0.0,20933610.0,105.5373,11850820.0,64.99217,0
5201,0.0,20933040.0,105.5396,11849300.0,64.99218,0
5202,0.0,20932460.0,105.5418,11847790.0,64.99219,0
5203,0.0,20933610.0,105.5396,11846270.0,64.9922,0
5204,0.0,20934760.0,105.5373,11844750.0,64.9922,0
5205,0.0,20934190.0,105.5366,11843240.0,64.99221,0
5206,0.0,20933610.0,105.5358,11841720.0,64.99222,0
5207,0.0,20933040.0,105.5351,11840210.0,64.99223,0
5208,0.0,20932460.0,105.5343,11838690.0,64.99223,0
5209,0.0,20933610.0,105.5336,11837180.0,64.99224,0
5210,0.0,20934760.0,105.5328,11835660.0,64.99226,0
5211,0.0,20933610.0,105.5306,11834150.0,64.99226,0
5212,0.0,20932460.0,105.5284,11835290.0,64.99227,0
5213,0.0,20932850.0,105.5351,11836420.0,64.99228,0
5214,0.0,20933230.0,105.5418,11837560.0,64.99229,0
5215,0.0,20933610.0,105.5373,11838690.0,64.99229,0
5216,0.0,20934000.0,105.5328,11839830.0,64.9923,0
5217,0.0,20934380.0,105.5351,11840970.0,64.99231,0
5218,0.0,20934760.0,105.5373,11842100.0,64.99232,0
5219,0.0,20933610.0,105.5329,11843240.0,64.99232,0
5220,0.0,20932460.0,105.5284,11844380.0,64.99234,0
5221,0.0,20933610.0,105.5329,11845510.0,64.99235,0
5222,0.0,20934760.0,105.5373,11846650.0,64.99236,0
5223,0.0,20934380.0,105.5396,11847030.0,64.99236,0
5224,0.0,20934000.0,105.5418,11847410.0,64.99237,0
5225,0.0,20933610.0,105.5396,11847790.0,64.99238,0
5226,0.0,20933230.0,105.5373,11848160.0,64.99239,0
5227,0.0,20932850.0,105.5381,11848540.0,64.99239,0
5228,0.0,20932460.0,105.5388,11848920.0,64.9924,0
5229,0.0,20933610.0,105.5396,11849300.0,64.99241,0
5230,0.0,20934760.0,105.5403,11849680.0,64.99242,0
5231,0.0,20935910.0,105.5411,11850060.0,64.99243,0
5232,0.0,20937060.0,105.5418,11850440.0,64.99244,0
5233,0.0,20934760.0,105.5373,11850820.0,64.99245,0
5234,0.0,20932460.0,105.5328,11850660.0,64.99245,0
5235,0.0,20933040.0,105.534,11850510.0,64.99246,0
5236,0.0,20933610.0,105.5351,11850360.0,64.99247,0
5237,0.0,20934190.0,105.5362,11850210.0,64.99248,0
5238,0.0,20934760.0,105.5373,11850060.0,64.99249,0
5239,0.0,20933610.0,105.5368,11849910.0,64.99249,0
5240,0.0,20932460.0,105.5362,11849750.0,64.9925,0
5241,0.0,20933040.0,105.5357,11849600.0,64.99252,0
5242,0.0,20933610.0,105.5351,11849450.0,64.99252,0
5243,0.0,20934190.0,105.5345,11849300.0,64.99253,0
5244,0.0,20934760.0,105.534,11849150.0,64.99254,0
5245,0.0,20933610.0,105.5334,11849150.0,64.99255,0
5246,0.0,20932460.0,105.5328,11849150.0,64.99255,0
5247,0.0,20933040.0,105.5351,11849150.0,64.99256,0
5248,0.0,20933610.0,105.5373,11849150.0,64.99257,0
5249,0.0,20934190.0,105.5329,11849150.0,64.99258,0
5250,0.0,20934760.0,105.5284,11849150.0,64.99258,0
5251,0.0,20933610.0,105.534,11849150.0,64.9926,0
5252,0.0,20932460.0,105.5396,11849150.0,64.99261,0
5253,0.0,20932690.0,105.5452,11849150.0,64.99261,0
5254,0.0,20932920.0,105.5508,11849150.0,64.99262,0
5255,0.0,20933150.0,105.5418,11849150.0,64.99263,0
5256,0.0,20933380.0,105.5328,11847790.0,64.99264,0
5257,0.0,20933610.0,105.5373,11846420.0,64.99265,0
5258,0.0,20933840.0,105.5418,11845060.0,64.99265,0
5259,0.0,20934070.0,105.5407,11843690.0,64.99266,0
5260,0.0,20934300.0,105.5396,11842330.0,64.99267,0
5261,0.0,20934530.0,105.5385,11840970.0,64.99268,0
5262,0.0,20934760.0,105.5373,11839600.0,64.99269,0
5263,0.0,20933040.0,105.5385,11838240.0,64.9927,0
5264,0.0,20931310.0,105.5396,11836880.0,64.99271,0
5265,0.0,20929590.0,105.5407,11835510.0,64.99271,0
5266,0.0,20927870.0,105.5418,11834150.0,64.99272,0
5267,0.0,20931310.0,105.5407,11833920.0,64.99273,0
5268,0.0,20934760.0,105.5396,11833690.0,64.99274,0
5269,0.0,20933610.0,105.5385,11833470.0,64.99274,0
5270,0.0,20932460.0,105.5373,11833240.0,64.99275,0
5271,0.0,20933040.0,105.5396,11833010.0,64.99277,0
5272,0.0,20933610.0,105.5418,11832790.0,64.99277,0
5273,0.0,20934190.0,105.5396,11832560.0,64.99278,0
5274,0.0,20934760.0,105.5373,11832330.0,64.99279,0
5275,0.0,20934190.0,105.5396,11832100.0,64.9928,0
5276,0.0,20933610.0,105.5418,11831880.0,64.99281,0
5277,0.0,20933040.0,105.5396,11831650.0,64.99281,0
5278,0.0,20932460.0,105.5373,11833160.0,64.99282,0
5279,0.0,20934760.0,105.5407,11834680.0,64.99283,0
5280,0.0,20937060.0,105.5441,11836190.0,64.99284,0
5281,0.0,20935910.0,105.5475,11837710.0,64.99285,0
5282,0.0,20934760.0,105.5508,11839220.0,64.99286,0
5283,0.0,20933610.0,105.5463,11840740.0,64.99287,0
5284,0.0,20932460.0,105.5418,11842250.0,64.99287,0
5285,0.0,20932850.0,105.5306,11843770.0,64.99288,0
5286,0.0,20933230.0,105.5193,11845290.0,64.99289,0
5287,0.0,20933610.0,105.5171,11846800.0,64.9929,0
5288,0.0,20934000.0,105.5148,11848320.0,64.9929,0
5289,0.0,20934380.0,105.5058,11850510.0,64.99291,0
5290,0.0,20934760.0,105.4968,11852710.0,64.99292,0
5291,0.0,20934570.0,105.4991,11854910.0,64.99294,0
5292,0.0,20934380.0,105.5013,11857100.0,64.99294,0
5293,0.0,20934190.0,105.5036,11859300.0,64.99295,0
5294,0.0,20934000.0,105.5058,11861500.0,64.99296,0
5295,0.0,20933800.0,105.509,11863690.0,64.99297,0
5296,0.0,20933610.0,105.5121,11865890.0,64.99297,0
5297,0.0,20933420.0,105.5153,11868090.0,64.99298,0
5298,0.0,20933230.0,105.5184,11870290.0,64.99299,0
5299,0.0,20933040.0,105.5216,11872480.0,64.993,0
5300,0.0,20932850.0,105.5247,11871040.0,64.993,0
5301,0.0,20932660.0,105.5279,11869600.0,64.99302,0
5302,0.0,20932460.0,105.531,11868160.0,64.99303,0
5303,0.0,20933610.0,105.5342,11866720.0,64.99303,0
5304,0.0,20934760.0,105.5373,11865290.0,64.99304,0
5305,0.0,20933610.0,105.5407,11863850.0,64.99305,0
5306,0.0,20932460.0,105.5441,11862410.0,64.99306,0
5307,0.0,20933610.0,105.5475,11860970.0,64.99306,0
5308,0.0,20934760.0,105.5508,11859530.0,64.99307,0
5309,0.0,20934380.0,105.5492,11858090.0,64.99308,0
5310,0.0,20934000.0,105.5475,11856650.0,64.99309,0
5311,0.0,20933610.0,105.5458,11854450.0,64.9931,0
5312,0.0,20933230.0,105.5441,11852250.0,64.99311,0
5313,0.0,20932850.0,105.5424,11850060.0,64.99312,0
5314,0.0,20932460.0,105.5407,11847860.0,64.99313,0
5315,0.0,20933610.0,105.539,11845660.0,64.99313,0
5316,0.0,20934760.0,105.5373,11843470.0,64.99314,0
5317,0.0,20934480.0,105.5396,11841270.0,64.99315,0
5318,0.0,20934190.0,105.5418,11839070.0,64.99316,0
5319,0.0,20933900.0,105.5407,11836880.0,64.99316,0
5320,0.0,20933610.0,105.5396,11834680.0,64.99317,0
5321,0.0,20933330.0,105.5385,11832480.0,64.99318,0
5322,0.0,20933040.0,105.5373,11835660.0,64.99319,0
5323,0.0,20932750.0,105.5385,11838850.0,64.9932,0
5324,0.0,20932460.0,105.5396,11842030.0,64.99321,0
5325,0.0,20933610.0,105.5407,11845210.0,64.99322,0
5326,0.0,20934760.0,105.5418,11848390.0,64.99323,0
5327,0.0,20933610.0,105.5434,11851570.0,64.99323,0
5328,0.0,20932460.0,105.5448,11854750.0,64.99324,0
5329,0.0,20933610.0,105.5463,11857940.0,64.99325,0
5330,0.0,20934760.0,105.5479,11861120.0,64.99326,0
5331,0.0,20933610.0,105.5493,11864300.0,64.99326,0
5332,0.0,20932460.0,105.5508,11867480.0,64.99328,0
5333,0.0,20933610.0,105.5531,11867250.0,64.99329,0
5334,0.0,20934760.0,105.5553,11867030.0,64.99329,0
5335,0.0,20933610.0,105.5463,11866800.0,64.9933,0
5336,0.0,20932460.0,105.5373,11866570.0,64.99331,0
5337,0.0,20933610.0,105.5385,11866350.0,64.99332,0
5338,0.0,20934760.0,105.5396,11866120.0,64.99332,0
5339,0.0,20933610.0,105.5407,11865890.0,64.99333,0
5340,0.0,20932460.0,105.5418,11865660.0,64.99334,0
5341,0.0,20932460.0,105.5409,11865440.0,64.99335,0
5342,0.0,20932460.0,105.54,11865210.0,64.99336,0
5343,0.0,20932460.0,105.5391,11864980.0,64.99337,0
5344,0.0,20932460.0,105.5382,11862180.0,64.99338,0
5345,0.0,20932460.0,105.5373,11859380.0,64.99339,0
5346,0.0,20932460.0,105.5364,11856570.0,64.99339,0
5347,0.0,20932460.0,105.5355,11853770.0,64.9934,0
5348,0.0,20932460.0,105.5346,11850970.0,64.99341,0
5349,0.0,20932460.0,105.5337,11848160.0,64.99342,0
5350,0.0,20932460.0,105.5328,11845360.0,64.99342,0
5351,0.0,20933040.0,105.5272,11842560.0,64.99343,0
5352,0.0,20933610.0,105.5216,11839750.0,64.99345,0
5353,0.0,20934190.0,105.516,11836950.0,64.99345,0
5354,0.0,20934760.0,105.5103,11834150.0,64.99346,0
5355,0.0,20931310.0,105.5081,11835130.0,64.99347,0
5356,0.0,20927870.0,105.5058,11836120.0,64.99348,0
5357,0.0,20929020.0,105.5238,11837100.0,64.99348,0
5358,0.0,20930170.0,105.5418,11838090.0,64.99349,0
5359,0.0,20931310.0,105.5463,11839070.0,64.9935,0
5360,0.0,20932460.0,105.5508,11840060.0,64.99351,0
5361,0.0,20933610.0,105.5463,11841040.0,64.99352,0
5362,0.0,20934760.0,105.5418,11842030.0,64.99353,0
5363,0.0,20933610.0,105.5284,11843010.0,64.99354,0
5364,0.0,20932460.0,105.5148,11844000.0,64.99355,0
5365,0.0,20932850.0,105.5284,11844980.0,64.99355,0
5366,0.0,20933230.0,105.5418,11845740.0,64.99356,0
5367,0.0,20933610.0,105.5396,11846500.0,64.99357,0
5368,0.0,20934000.0,105.5373,11847250.0,64.99358,0
5369,0.0,20934380.0,105.5441,11848010.0,64.99358,0
5370,0.0,20934760.0,105.5508,11848770.0,64.99359,0
5371,0.0,20933040.0,105.5418,11849530.0,64.9936,0
5372,0.0,20931310.0,105.5329,11850290.0,64.99361,0
5373,0.0,20929590.0,105.5238,11851040.0,64.99362,0
5374,0.0,20927870.0,105.5148,11851800.0,64.99363,0
5375,0.0,20931310.0,105.5036,11852560.0,64.99364,0
5376,0.0,20934760.0,105.4923,11853320.0,64.99364,0
5377,0.0,20934190.0,105.4946,11853620.0,64.99365,0
5378,0.0,20933610.0,105.4968,11853920.0,64.99366,0
5379,0.0,20933040.0,105.4946,11854220.0,64.99367,0
5380,0.0,20932460.0,105.4923,11854530.0,64.99368,0
5381,0.0,20932850.0,105.4946,11854830.0,64.99368,0
5382,0.0,20933230.0,105.4968,11855130.0,64.9937,0
5383,0.0,20933610.0,105.4946,11855440.0,64.99371,0
5384,0.0,20934000.0,105.4923,11855740.0,64.99371,0
5385,0.0,20934380.0,105.4901,11856040.0,64.99372,0
5386,0.0,20934760.0,105.4878,11856350.0,64.99373,0
5387,0.0,20933610.0,105.5002,11856650.0,64.99374,0
5388,0.0,20932460.0,105.5126,11855510.0,64.99374,0
5389,0.0,20933610.0,105.525,11854380.0,64.99375,0
5390,0.0,20934760.0,105.5373,11853240.0,64.99376,0
5391,0.0,20933610.0,105.5396,11852100.0,64.99377,0
5392,0.0,20932460.0,105.5418,11850970.0,64.99378,0
5393,0.0,20933610.0,105.5373,11849830.0,64.99379,0
5394,0.0,20934760.0,105.5328,11848690.0,64.9938,0
5395,0.0,20934190.0,105.5351,11847560.0,64.9938,0
5396,0.0,20933610.0,105.5373,11846420.0,64.99381,0
5397,0.0,20933040.0,105.5396,11845290.0,64.99382,0
5398,0.0,20932460.0,105.5418,11844150.0,64.99383,0
5399,0.0,20933610.0,105.5396,11843470.0,64.99384,0
5400,0.0,20934760.0,105.5373,11842790.0,64.99384,0
5401,0.0,20933610.0,105.5351,11842100.0,64.99385,0
5402,0.0,20932460.0,105.5328,11841420.0,64.99386,0
5403,0.0,20932690.0,105.5373,11840740.0,64.99387,0
5404,0.0,20932920.0,105.5418,11840060.0,64.99388,0
5405,0.0,20933150.0,105.5441,11839380.0,64.99389,0
5406,0.0,20933380.0,105.5463,11838690.0,64.9939,0
5407,0.0,20933610.0,105.5486,11838010.0,64.9939,0
5408,0.0,20933840.0,105.5508,11837330.0,64.99391,0
5409,0.0,20934070.0,105.5531,11836650.0,64.99392,0
5410,0.0,20934300.0,105.5553,11839150.0,64.99393,0
5411,0.0,20934530.0,105.5486,11841650.0,64.99393,0
5412,0.0,20934760.0,105.5418,11844150.0,64.99394,0
5413,0.0,20934190.0,105.5396,11846650.0,64.99396,0
5414,0.0,20933610.0,105.5373,11849150.0,64.99397,0
5415,0.0,20933040.0,105.5373,11851650.0,64.99397,0
5416,0.0,20932460.0,105.5373,11854150.0,64.99398,0
5417,0.0,20933610.0,105.5373,11856650.0,64.99399,0
5418,0.0,20934760.0,105.5373,11859150.0,64.994,0
5419,0.0,20934380.0,105.5373,11861650.0,64.994,0
5420,0.0,20934000.0,105.5373,11864150.0,64.99401,0
5421,0.0,20933610.0,105.5373,11864450.0,64.99402,0
5422,0.0,20933230.0,105.5373,11864750.0,64.99403,0
5423,0.0,20932850.0,105.5396,11865060.0,64.99404,0
5424,0.0,20932460.0,105.5418,11865360.0,64.99405,0
5425,0.0,20933610.0,105.5407,11865660.0,64.99406,0
5426,0.0,20934760.0,105.5396,11865970.0,64.99406,0
5427,0.0,20933610.0,105.5385,11866270.0,64.99407,0
5428,0.0,20932460.0,105.5373,11866570.0,64.99408,0
5429,0.0,20932000.0,105.5381,11866880.0,64.99409,0
5430,0.0,20931540.0,105.5388,11867180.0,64.99409,0
5431,0.0,20931080.0,105.5396,11867480.0,64.9941,0
5432,0.0,20930620.0,105.5403,11864450.0,64.99411,0
5433,0.0,20930170.0,105.5411,11861420.0,64.99413,0
5434,0.0,20929710.0,105.5418,11858390.0,64.99413,0
5435,0.0,20929250.0,105.5396,11855360.0,64.99414,0
5436,0.0,20928790.0,105.5373,11852330.0,64.99415,0
5437,0.0,20928330.0,105.5351,11849300.0,64.99416,0
5438,0.0,20927870.0,105.5328,11846270.0,64.99416,0
5439,0.0,20931310.0,105.5351,11843240.0,64.99417,0
5440,0.0,20934760.0,105.5373,11840210.0,64.99418,0
5441,0.0,20934190.0,105.5385,11837180.0,64.99419,0
5442,0.0,20933610.0,105.5396,11834150.0,64.99419,0
5443,0.0,20933040.0,105.5407,11835440.0,64.99421,0
5444,0.0,20932460.0,105.5418,11836720.0,64.99422,0
5445,0.0,20933610.0,105.5396,11838010.0,64.99422,0
5446,0.0,20934760.0,105.5373,11839300.0,64.99423,0
5447,0.0,20934190.0,105.5407,11840590.0,64.99424,0
5448,0.0,20933610.0,105.5441,11841880.0,64.99425,0
5449,0.0,20933040.0,105.5475,11843160.0,64.99426,0
5450,0.0,20932460.0,105.5508,11844450.0,64.99426,0
5451,0.0,20933610.0,105.5463,11845740.0,64.99427,0
5452,0.0,20934760.0,105.5418,11847030.0,64.99428,0
5453,0.0,20933610.0,105.5396,11848320.0,64.99429,0
5454,0.0,20932460.0,105.5373,11849910.0,64.9943,0
5455,0.0,20933610.0,105.5317,11851500.0,64.99431,0
5456,0.0,20934760.0,105.5261,11853090.0,64.99432,0
5457,0.0,20933610.0,105.5205,11854680.0,64.99432,0
5458,0.0,20932460.0,105.5148,11856270.0,64.99433,0
5459,0.0,20933610.0,105.5284,11857860.0,64.99434,0
5460,0.0,20934760.0,105.5418,11859450.0,64.99435,0
5461,0.0,20931310.0,105.5434,11861040.0,64.99435,0
5462,0.0,20927870.0,105.5448,11862630.0,64.99436,0
5463,0.0,20930170.0,105.5463,11864220.0,64.99438,0
5464,0.0,20932460.0,105.5479,11865820.0,64.99438,0
5465,0.0,20932460.0,105.5493,11864220.0,64.99439,0
5466,0.0,20932460.0,105.5508,11862630.0,64.9944,0
5467,0.0,20932460.0,105.5475,11861040.0,64.99441,0
5468,0.0,20932460.0,105.5441,11859450.0,64.99442,0
5469,0.0,20932460.0,105.5407,11857860.0,64.99442,0
5470,0.0,20932460.0,105.5373,11856270.0,64.99443,0
5471,0.0,20932000.0,105.5441,11854680.0,64.99444,0
5472,0.0,20931540.0,105.5508,11853090.0,64.99445,0
5473,0.0,20931080.0,105.5508,11851500.0,64.99446,0
5474,0.0,20930620.0,105.5508,11849910.0,64.99447,0
5475,0.0,20930170.0,105.5508,11848320.0,64.99448,0
5476,0.0,20929710.0,105.5508,11846350.0,64.99448,0
5477,0.0,20929250.0,105.5486,11844380.0,64.99449,0
5478,0.0,20928790.0,105.5463,11842410.0,64.9945,0
5479,0.0,20928330.0,105.5441,11840440.0,64.99451,0
5480,0.0,20927870.0,105.5418,11838470.0,64.99451,0
5481,0.0,20931310.0,105.5351,11836500.0,64.99452,0
5482,0.0,20934760.0,105.5284,11834530.0,64.99453,0
5483,0.0,20934190.0,105.5306,11832560.0,64.99454,0
5484,0.0,20933610.0,105.5328,11830590.0,64.99455,0
5485,0.0,20933040.0,105.5351,11828620.0,64.99456,0
5486,0.0,20932460.0,105.5373,11826650.0,64.99457,0
5487,0.0,20931310.0,105.5362,11828160.0,64.99458,0
5488,0.0,20930170.0,105.5351,11829680.0,64.99458,0
5489,0.0,20929020.0,105.534,11831190.0,64.99459,0
5490,0.0,20927870.0,105.5328,11832710.0,64.9946,0
5491,0.0,20929590.0,105.5126,11834220.0,64.99461,0
5492,0.0,20931310.0,105.4923,11835740.0,64.99461,0
5493,0.0,20933040.0,105.4901,11837250.0,64.99462,0
5494,0.0,20934760.0,105.4878,11838770.0,64.99464,0
5495,0.0,20933610.0,105.4901,11840290.0,64.99464,0
5496,0.0,20932460.0,105.4923,11841800.0,64.99465,0
5497,0.0,20933040.0,105.4946,11843320.0,64.99466,0
5498,0.0,20933610.0,105.4968,11844910.0,64.99467,0
5499,0.0,20934190.0,105.4946,11846500.0,64.99467,0
5500,0.0,20934760.0,105.4923,11848090.0,64.99468,0
5501,0.0,20934190.0,105.4935,11849680.0,64.99469,0
5502,0.0,20933610.0,105.4946,11851270.0,64.9947,0
5503,0.0,20933040.0,105.4957,11852860.0,64.99471,0
5504,0.0,20932460.0,105.4968,11854450.0,64.99472,0
5505,0.0,20932850.0,105.4968,11856040.0,64.99473,0
