timestamp,P-PDG,P-TPT,T-TPT,start
10726,26500000.0,13989220.0,109.9353,0
10727,26499990.0,13989140.0,109.9352,0
10728,26499980.0,13989050.0,109.935,0
10729,26499970.0,13988970.0,109.9348,0
10730,26499950.0,13988880.0,109.9347,0
10731,26499940.0,13988800.0,109.9345,0
10732,26499930.0,13988710.0,109.9343,0
10733,26499920.0,13988620.0,109.9342,0
10734,26499910.0,13988540.0,109.934,0
10735,26499900.0,13988460.0,109.9338,0
10736,26499890.0,13988370.0,109.9337,0
10737,26499870.0,13988280.0,109.9335,0
10738,26499830.0,13988200.0,109.9333,0
10739,26499770.0,13988110.0,109.9332,0
10740,26499730.0,13988030.0,109.933,0
10741,26499670.0,13987940.0,109.9328,0
10742,26499620.0,13987860.0,109.9327,0
10743,26499570.0,13987770.0,109.9325,0
10744,26499520.0,13987690.0,109.9323,0
10745,26499470.0,13987600.0,109.9322,0
10746,26499420.0,13987520.0,109.932,0
10747,26499370.0,13987430.0,109.9318,0
10748,26499320.0,13987350.0,109.9317,0
10749,26499350.0,13987260.0,109.9315,0
10750,26499370.0,13987180.0,109.9313,0
10751,26499390.0,13987090.0,109.9312,0
10752,26499410.0,13987010.0,109.931,0
10753,26499440.0,13986920.0,109.9308,0
10754,26499460.0,13986840.0,109.9307,0
10755,26499480.0,13986750.0,109.9305,0
10756,26499510.0,13986670.0,109.9303,0
10757,26499530.0,13986580.0,109.9302,0
10758,26499550.0,13986500.0,109.93,0
10759,26499580.0,13986410.0,109.9298,0
10760,26499570.0,13986370.0,109.9299,0
10761,26499560.0,13986330.0,109.93,0
10762,26499560.0,13986280.0,109.9301,0
10763,26499550.0,13986240.0,109.9302,0
10764,26499550.0,13986200.0,109.9302,0
10765,26499540.0,13986160.0,109.9303,0
10766,26499540.0,13986110.0,109.9304,0
10767,26499530.0,13986070.0,109.9305,0
10768,26499530.0,13986030.0,109.9306,0
10769,26499520.0,13985980.0,109.9307,0
10770,26499510.0,13985940.0,109.9307,0
10771,26499440.0,13985900.0,109.9308,0
10772,26499360.0,13985860.0,109.9309,0
10773,26499290.0,13985820.0,109.931,0
10774,26499210.0,13985770.0,109.9311,0
10775,26499130.0,13985730.0,109.9312,0
10776,26499060.0,13985690.0,109.9312,0
10777,26498980.0,13985640.0,109.9313,0
10778,26498900.0,13985600.0,109.9314,0
10779,26498830.0,13985560.0,109.9315,0
10780,26498750.0,13985520.0,109.9316,0
10781,26498680.0,13985480.0,109.9317,0
10782,26498760.0,13985430.0,109.9317,0
10783,26498850.0,13985390.0,109.9318,0
10784,26498940.0,13985350.0,109.9319,0
10785,26499020.0,13985300.0,109.932,0
10786,26499110.0,13985260.0,109.9321,0
10787,26499200.0,13985220.0,109.9322,0
10788,26499290.0,13985180.0,109.9322,0
10789,26499370.0,13985130.0,109.9323,0
10790,26499460.0,13985090.0,109.9324,0
10791,26499550.0,13985050.0,109.9325,0
10792,26499630.0,13985010.0,109.9326,0
10793,26499610.0,13985090.0,109.9327,0
10794,26499580.0,13985180.0,109.9327,0
10795,26499550.0,13985260.0,109.9328,0
10796,26499520.0,13985350.0,109.9329,0
10797,26499490.0,13985430.0,109.933,0
10798,26499460.0,13985520.0,109.9331,0
10799,26499440.0,13985600.0,109.9332,0
10800,26499410.0,13985690.0,109.9332,0
10801,26499380.0,13985770.0,109.9333,0
10802,26499350.0,13985860.0,109.9334,0
10803,26499320.0,13985940.0,109.9335,0
10804,26499300.0,13986030.0,109.9336,0
10805,26499280.0,13986110.0,109.9337,0
10806,26499260.0,13986200.0,109.9337,0
10807,26499240.0,13986280.0,109.9338,0
10808,26499220.0,13986370.0,109.9339,0
10809,26499200.0,13986450.0,109.934,0
10810,26499180.0,13986540.0,109.9341,0
10811,26499160.0,13986630.0,109.9342,0
10812,26499140.0,13986710.0,109.9342,0
10813,26499120.0,13986800.0,109.9343,0
10814,26499100.0,13986880.0,109.9344,0
10815,26499110.0,13986970.0,109.9345,0
10816,26499120.0,13987050.0,109.9346,0
10817,26499130.0,13987140.0,109.9347,0
10818,26499150.0,13987220.0,109.9347,0
10819,26499160.0,13987310.0,109.9348,0
10820,26499170.0,13987390.0,109.9349,0
10821,26499180.0,13987480.0,109.935,0
10822,26499190.0,13987560.0,109.9351,0
10823,26499200.0,13987650.0,109.9352,0
10824,26499210.0,13987730.0,109.9352,0
10825,26499220.0,13987820.0,109.9353,0
10826,26499220.0,13987880.0,109.9353,0
10827,26499220.0,13987950.0,109.9352,0
10828,26499220.0,13988010.0,109.9352,0
10829,26499210.0,13988070.0,109.9351,0
10830,26499210.0,13988140.0,109.9351,0
10831,26499200.0,13988200.0,109.935,0
10832,26499200.0,13988260.0,109.935,0
10833,26499200.0,13988330.0,109.9349,0
10834,26499190.0,13988390.0,109.9349,0
10835,26499190.0,13988460.0,109.9348,0
10836,26499190.0,13988520.0,109.9348,0
10837,26499190.0,13988580.0,109.9347,0
10838,26499180.0,13988650.0,109.9347,0
10839,26499180.0,13988710.0,109.9346,0
10840,26499180.0,13988770.0,109.9346,0
10841,26499170.0,13988840.0,109.9345,0
10842,26499170.0,13988900.0,109.9345,0
10843,26499170.0,13988970.0,109.9344,0
10844,26499160.0,13989030.0,109.9344,0
10845,26499160.0,13989090.0,109.9343,0
10846,26499160.0,13989160.0,109.9343,0
10847,26499150.0,13989220.0,109.9342,0
10848,26499170.0,13989160.0,109.9342,0
10849,26499180.0,13989090.0,109.9341,0
10850,26499190.0,13989030.0,109.9341,0
10851,26499200.0,13988970.0,109.934,0
10852,26499220.0,13988900.0,109.934,0
10853,26499230.0,13988840.0,109.9339,0
10854,26499240.0,13988770.0,109.9339,0
10855,26499250.0,13988710.0,109.9338,0
10856,26499260.0,13988650.0,109.9338,0
10857,26499280.0,13988580.0,109.9337,0
10858,26499290.0,13988520.0,109.9337,0
10859,26499300.0,13988460.0,109.9336,0
10860,26499320.0,13988390.0,109.9336,0
10861,26499330.0,13988330.0,109.9335,0
10862,26499350.0,13988260.0,109.9335,0
10863,26499360.0,13988200.0,109.9334,0
10864,26499380.0,13988140.0,109.9334,0
10865,26499390.0,13988070.0,109.9333,0
10866,26499410.0,13988010.0,109.9333,0
10867,26499420.0,13987940.0,109.9332,0
10868,26499440.0,13987880.0,109.9332,0
10869,26499450.0,13987820.0,109.9331,0
10870,26499460.0,13987750.0,109.9331,0
10871,26499460.0,13987690.0,109.933,0
10872,26499470.0,13987630.0,109.933,0
10873,26499470.0,13987560.0,109.9329,0
10874,26499480.0,13987500.0,109.9329,0
10875,26499480.0,13987430.0,109.9328,0
10876,26499480.0,13987370.0,109.9328,0
10877,26499490.0,13987310.0,109.9327,0
10878,26499490.0,13987240.0,109.9327,0
10879,26499500.0,13987180.0,109.9326,0
10880,26499500.0,13987110.0,109.9326,0
10881,26499510.0,13987050.0,109.9326,0
10882,26499510.0,13986990.0,109.9327,0
10883,26499520.0,13986920.0,109.9327,0
10884,26499520.0,13986860.0,109.9327,0
10885,26499530.0,13986800.0,109.9328,0
10886,26499540.0,13986730.0,109.9328,0
10887,26499540.0,13986670.0,109.9329,0
10888,26499550.0,13986600.0,109.9329,0
10889,26499550.0,13986540.0,109.9329,0
10890,26499560.0,13986480.0,109.933,0
10891,26499560.0,13986410.0,109.933,0
10892,26499600.0,13986350.0,109.9331,0
10893,26499630.0,13986280.0,109.9331,0
10894,26499670.0,13986220.0,109.9332,0
10895,26499700.0,13986160.0,109.9332,0
10896,26499740.0,13986090.0,109.9332,0
10897,26499770.0,13986030.0,109.9333,0
10898,26499810.0,13985960.0,109.9333,0
10899,26499840.0,13985900.0,109.9334,0
10900,26499880.0,13985840.0,109.9334,0
10901,26499910.0,13985770.0,109.9334,0
10902,26499950.0,13985710.0,109.9335,0
10903,26499900.0,13985640.0,109.9335,0
10904,26499850.0,13985580.0,109.9336,0
10905,26499800.0,13985520.0,109.9336,0
10906,26499750.0,13985450.0,109.9337,0
10907,26499700.0,13985390.0,109.9337,0
10908,26499650.0,13985330.0,109.9337,0
10909,26499600.0,13985260.0,109.9338,0
10910,26499550.0,13985200.0,109.9338,0
10911,26499500.0,13985130.0,109.9339,0
10912,26499450.0,13985070.0,109.9339,0
10913,26499400.0,13985010.0,109.9339,0
10914,26499370.0,13985090.0,109.934,0
10915,26499330.0,13985180.0,109.934,0
10916,26499290.0,13985260.0,109.9341,0
10917,26499250.0,13985350.0,109.9341,0
10918,26499220.0,13985430.0,109.9342,0
10919,26499180.0,13985520.0,109.9342,0
10920,26499140.0,13985600.0,109.9342,0
10921,26499110.0,13985690.0,109.9343,0
10922,26499070.0,13985770.0,109.9343,0
10923,26499030.0,13985860.0,109.9344,0
10924,26498990.0,13985940.0,109.9344,0
10925,26499030.0,13986030.0,109.9344,0
10926,26499060.0,13986110.0,109.9345,0
10927,26499090.0,13986200.0,109.9345,0
10928,26499130.0,13986280.0,109.9346,0
10929,26499160.0,13986370.0,109.9346,0
10930,26499190.0,13986450.0,109.9347,0
10931,26499220.0,13986540.0,109.9347,0
10932,26499260.0,13986630.0,109.9347,0
10933,26499290.0,13986710.0,109.9348,0
10934,26499330.0,13986800.0,109.9348,0
10935,26499360.0,13986880.0,109.9349,0
10936,26499380.0,13986970.0,109.9349,0
10937,26499390.0,13987050.0,109.9349,0
10938,26499410.0,13987140.0,109.935,0
10939,26499430.0,13987220.0,109.935,0
10940,26499440.0,13987310.0,109.9351,0
10941,26499460.0,13987390.0,109.9351,0
10942,26499480.0,13987480.0,109.9352,0
10943,26499490.0,13987560.0,109.9352,0
10944,26499510.0,13987650.0,109.9352,0
10945,26499530.0,13987730.0,109.9353,0
10946,26499550.0,13987820.0,109.9353,0
10947,26499530.0,13987750.0,109.9352,0
10948,26499510.0,13987690.0,109.9351,0
10949,26499500.0,13987630.0,109.9349,0
10950,26499480.0,13987560.0,109.9348,0
10951,26499460.0,13987500.0,109.9347,0
10952,26499450.0,13987430.0,109.9346,0
10953,26499430.0,13987370.0,109.9344,0
10954,26499410.0,13987310.0,109.9343,0
10955,26499400.0,13987240.0,109.9342,0
10956,26499380.0,13987180.0,109.9341,0
10957,26499370.0,13987110.0,109.9339,0
10958,26499370.0,13987050.0,109.9338,0
10959,26499380.0,13986990.0,109.9337,0
10960,26499380.0,13986920.0,109.9336,0
10961,26499390.0,13986860.0,109.9334,0
10962,26499400.0,13986790.0,109.9333,0
10963,26499400.0,13986730.0,109.9332,0
10964,26499410.0,13986670.0,109.9331,0
10965,26499410.0,13986600.0,109.9329,0
10966,26499420.0,13986540.0,109.9328,0
10967,26499430.0,13986470.0,109.9327,0
10968,26499430.0,13986410.0,109.9326,0
10969,26499420.0,13986440.0,109.9327,0
10970,26499410.0,13986460.0,109.9327,0
10971,26499400.0,13986490.0,109.9328,0
10972,26499390.0,13986510.0,109.9329,0
10973,26499380.0,13986540.0,109.933,0
10974,26499370.0,13986560.0,109.9331,0
10975,26499360.0,13986590.0,109.9332,0
10976,26499350.0,13986610.0,109.9332,0
10977,26499330.0,13986640.0,109.9333,0
10978,26499330.0,13986670.0,109.9334,0
10979,26499310.0,13986690.0,109.9335,0
10980,26499320.0,13986720.0,109.9336,0
10981,26499330.0,13986740.0,109.9337,0
10982,26499330.0,13986770.0,109.9337,0
10983,26499340.0,13986790.0,109.9338,0
10984,26499340.0,13986820.0,109.9339,0
10985,26499350.0,13986850.0,109.934,0
10986,26499360.0,13986870.0,109.9341,0
10987,26499360.0,13986900.0,109.9342,0
10988,26499370.0,13986920.0,109.9342,0
10989,26499370.0,13986950.0,109.9343,0
10990,26499380.0,13986970.0,109.9344,0
10991,26499370.0,13987000.0,109.9345,0
10992,26499360.0,13987020.0,109.9346,0
10993,26499350.0,13987050.0,109.9347,0
10994,26499340.0,13987080.0,109.9347,0
10995,26499330.0,13987100.0,109.9348,0
10996,26499320.0,13987130.0,109.9349,0
10997,26499310.0,13987150.0,109.935,0
10998,26499300.0,13987180.0,109.9351,0
10999,26499290.0,13987200.0,109.9352,0
11000,26499270.0,13987230.0,109.9352,0
11001,26499260.0,13987250.0,109.9353,0
11002,26499280.0,13987280.0,109.9354,0
11003,26499290.0,13987310.0,109.9355,0
11004,26499310.0,13987330.0,109.9356,0
11005,26499320.0,13987360.0,109.9357,0
11006,26499330.0,13987380.0,109.9357,0
11007,26499350.0,13987410.0,109.9358,0
11008,26499360.0,13987430.0,109.9359,0
11009,26499380.0,13987460.0,109.936,0
11010,26499390.0,13987480.0,109.9361,0
11011,26499400.0,13987510.0,109.9362,0
11012,26499420.0,13987540.0,109.9362,0
11013,26499400.0,13987560.0,109.9363,0
11014,26499380.0,13987590.0,109.9364,0
11015,26499360.0,13987610.0,109.9365,0
11016,26499340.0,13987640.0,109.9366,0
11017,26499330.0,13987660.0,109.9367,0
11018,26499300.0,13987690.0,109.9367,0
11019,26499290.0,13987720.0,109.9368,0
11020,26499270.0,13987740.0,109.9369,0
11021,26499250.0,13987770.0,109.937,0
11022,26499230.0,13987790.0,109.9371,0
11023,26499210.0,13987820.0,109.9372,0
11024,26499210.0,13987730.0,109.9372,0
11025,26499220.0,13987650.0,109.9373,0
11026,26499220.0,13987560.0,109.9374,0
11027,26499220.0,13987480.0,109.9375,0
11028,26499220.0,13987390.0,109.9376,0
11029,26499230.0,13987310.0,109.9377,0
11030,26499230.0,13987220.0,109.9377,0
11031,26499240.0,13987140.0,109.9378,0
11032,26499240.0,13987050.0,109.9379,0
11033,26499240.0,13986970.0,109.938,0
11034,26499250.0,13986880.0,109.9381,0
11035,26499250.0,13986800.0,109.9378,0
11036,26499260.0,13986710.0,109.9376,0
11037,26499270.0,13986630.0,109.9373,0
11038,26499270.0,13986540.0,109.9371,0
11039,26499280.0,13986450.0,109.9368,0
11040,26499290.0,13986370.0,109.9366,0
11041,26499300.0,13986280.0,109.9363,0
11042,26499300.0,13986200.0,109.9361,0
11043,26499310.0,13986110.0,109.9358,0
11044,26499320.0,13986030.0,109.9356,0
11045,26499330.0,13985940.0,109.9353,0
11046,26499330.0,13985860.0,109.9351,0
11047,26499340.0,13985770.0,109.9348,0
11048,26499340.0,13985690.0,109.9346,0
11049,26499350.0,13985600.0,109.9343,0
11050,26499360.0,13985520.0,109.9341,0
11051,26499370.0,13985430.0,109.9338,0
11052,26499370.0,13985350.0,109.9336,0
11053,26499380.0,13985260.0,109.9333,0
11054,26499380.0,13985180.0,109.9331,0
11055,26499390.0,13985090.0,109.9328,0
11056,26499400.0,13985010.0,109.9326,0
11057,26499390.0,13985020.0,109.9325,0
11058,26499380.0,13985040.0,109.9324,0
11059,26499370.0,13985050.0,109.9323,0
11060,26499360.0,13985070.0,109.9322,0
11061,26499350.0,13985090.0,109.9322,0
11062,26499350.0,13985100.0,109.9321,0
11063,26499340.0,13985120.0,109.932,0
11064,26499330.0,13985130.0,109.9319,0
11065,26499320.0,13985150.0,109.9318,0
11066,26499310.0,13985170.0,109.9317,0
11067,26499300.0,13985180.0,109.9317,0
11068,26499310.0,13985200.0,109.9316,0
11069,26499320.0,13985210.0,109.9315,0
11070,26499330.0,13985230.0,109.9314,0
11071,26499340.0,13985250.0,109.9313,0
11072,26499340.0,13985260.0,109.9312,0
11073,26499350.0,13985280.0,109.9312,0
11074,26499360.0,13985290.0,109.9311,0
11075,26499370.0,13985310.0,109.931,0
11076,26499380.0,13985330.0,109.9309,0
11077,26499380.0,13985340.0,109.9308,0
11078,26499390.0,13985360.0,109.9307,0
11079,26499350.0,13985370.0,109.9307,0
11080,26499310.0,13985390.0,109.9306,0
11081,26499270.0,13985400.0,109.9305,0
11082,26499230.0,13985420.0,109.9304,0
11083,26499190.0,13985440.0,109.9303,0
11084,26499150.0,13985450.0,109.9302,0
11085,26499110.0,13985470.0,109.9302,0
11086,26499060.0,13985490.0,109.9301,0
11087,26499020.0,13985500.0,109.93,0
11088,26498980.0,13985520.0,109.9299,0
11089,26498940.0,13985530.0,109.9298,0
11090,26498930.0,13985550.0,109.9297,0
11091,26498930.0,13985570.0,109.9297,0
11092,26498920.0,13985580.0,109.9296,0
11093,26498910.0,13985600.0,109.9295,0
11094,26498910.0,13985610.0,109.9294,0
11095,26498900.0,13985630.0,109.9293,0
11096,26498890.0,13985640.0,109.9292,0
11097,26498890.0,13985660.0,109.9292,0
11098,26498880.0,13985680.0,109.9291,0
11099,26498870.0,13985690.0,109.929,0
11100,26498860.0,13985710.0,109.9289,0
11101,26498940.0,13985720.0,109.9288,0
11102,26499020.0,13985740.0,109.9287,0
11103,26499090.0,13985760.0,109.9287,0
11104,26499170.0,13985770.0,109.9286,0
11105,26499250.0,13985790.0,109.9285,0
11106,26499320.0,13985800.0,109.9284,0
11107,26499400.0,13985820.0,109.9283,0
11108,26499480.0,13985840.0,109.9282,0
11109,26499550.0,13985850.0,109.9282,0
11110,26499630.0,13985870.0,109.9281,0
11111,26499700.0,13985880.0,109.928,0
11112,26499700.0,13985900.0,109.9279,0
11113,26499690.0,13985920.0,109.9278,0
11114,26499690.0,13985930.0,109.9277,0
11115,26499690.0,13985950.0,109.9277,0
11116,26499690.0,13985960.0,109.9276,0
11117,26499680.0,13985980.0,109.9275,0
11118,26499680.0,13986000.0,109.9274,0
11119,26499670.0,13986010.0,109.9273,0
11120,26499670.0,13986030.0,109.9272,0
11121,26499660.0,13986040.0,109.9272,0
11122,26499660.0,13986060.0,109.9271,0
11123,26499650.0,13986070.0,109.9273,0
11124,26499640.0,13986090.0,109.9276,0
11125,26499640.0,13986110.0,109.9278,0
11126,26499630.0,13986120.0,109.9281,0
11127,26499620.0,13986140.0,109.9283,0
11128,26499610.0,13986160.0,109.9286,0
11129,26499600.0,13986170.0,109.9288,0
11130,26499590.0,13986190.0,109.9291,0
11131,26499580.0,13986200.0,109.9293,0
11132,26499580.0,13986220.0,109.9296,0
11133,26499570.0,13986240.0,109.9298,0
11134,26499550.0,13986250.0,109.9301,0
11135,26499530.0,13986270.0,109.9303,0
11136,26499520.0,13986280.0,109.9306,0
11137,26499500.0,13986300.0,109.9308,0
11138,26499480.0,13986310.0,109.9311,0
11139,26499470.0,13986330.0,109.9313,0
11140,26499450.0,13986350.0,109.9316,0
11141,26499440.0,13986360.0,109.9318,0
11142,26499420.0,13986380.0,109.9321,0
11143,26499400.0,13986400.0,109.9323,0
11144,26499390.0,13986410.0,109.9326,0
11145,26499390.0,13986430.0,109.9328,0
11146,26499380.0,13986450.0,109.9331,0
11147,26499380.0,13986470.0,109.9333,0
11148,26499380.0,13986500.0,109.9336,0
11149,26499380.0,13986520.0,109.9338,0
11150,26499380.0,13986540.0,109.9341,0
11151,26499380.0,13986560.0,109.9343,0
11152,26499370.0,13986580.0,109.9346,0
11153,26499370.0,13986600.0,109.9348,0
11154,26499370.0,13986620.0,109.9351,0
11155,26499370.0,13986650.0,109.9353,0
11156,26499350.0,13986670.0,109.9352,0
11157,26499340.0,13986690.0,109.9351,0
11158,26499320.0,13986710.0,109.9349,0
11159,26499300.0,13986730.0,109.9348,0
11160,26499290.0,13986750.0,109.9347,0
11161,26499270.0,13986770.0,109.9346,0
11162,26499250.0,13986790.0,109.9344,0
11163,26499240.0,13986810.0,109.9343,0
11164,26499220.0,13986840.0,109.9342,0
11165,26499200.0,13986860.0,109.9341,0
11166,26499190.0,13986880.0,109.9339,0
11167,26499170.0,13986900.0,109.9338,0
11168,26499150.0,13986920.0,109.9337,0
11169,26499130.0,13986940.0,109.9336,0
11170,26499110.0,13986960.0,109.9334,0
11171,26499100.0,13986990.0,109.9333,0
11172,26499080.0,13987010.0,109.9332,0
11173,26499070.0,13987030.0,109.9331,0
11174,26499050.0,13987050.0,109.9329,0
11175,26499030.0,13987070.0,109.9328,0
11176,26499010.0,13987090.0,109.9327,0
11177,26499000.0,13987110.0,109.9326,0
11178,26499050.0,13987140.0,109.9325,0
11179,26499100.0,13987160.0,109.9324,0
11180,26499150.0,13987180.0,109.9323,0
11181,26499210.0,13987200.0,109.9322,0
11182,26499260.0,13987220.0,109.9322,0
11183,26499310.0,13987240.0,109.9321,0
11184,26499370.0,13987260.0,109.932,0
11185,26499420.0,13987280.0,109.9319,0
11186,26499470.0,13987310.0,109.9318,0
11187,26499530.0,13987330.0,109.9317,0
11188,26499580.0,13987350.0,109.9317,0
11189,26499580.0,13987370.0,109.9316,0
11190,26499570.0,13987390.0,109.9315,0
11191,26499570.0,13987410.0,109.9314,0
11192,26499570.0,13987430.0,109.9313,0
11193,26499560.0,13987460.0,109.9312,0
11194,26499560.0,13987480.0,109.9312,0
11195,26499560.0,13987500.0,109.9311,0
11196,26499560.0,13987520.0,109.931,0
11197,26499550.0,13987540.0,109.9309,0
11198,26499550.0,13987560.0,109.9308,0
11199,26499550.0,13987580.0,109.9307,0
11200,26499580.0,13987600.0,109.9307,0
11201,26499610.0,13987630.0,109.9306,0
11202,26499630.0,13987650.0,109.9305,0
11203,26499660.0,13987670.0,109.9304,0
11204,26499690.0,13987690.0,109.9303,0
11205,26499720.0,13987710.0,109.9302,0
11206,26499750.0,13987730.0,109.9302,0
11207,26499780.0,13987750.0,109.9301,0
11208,26499810.0,13987770.0,109.93,0
11209,26499840.0,13987800.0,109.9299,0
11210,26499870.0,13987820.0,109.9298,0
11211,26499860.0,13987770.0,109.93,0
11212,26499850.0,13987730.0,109.9302,0
11213,26499840.0,13987690.0,109.9303,0
11214,26499840.0,13987650.0,109.9305,0
11215,26499830.0,13987600.0,109.9307,0
11216,26499820.0,13987560.0,109.9308,0
11217,26499810.0,13987520.0,109.931,0
11218,26499800.0,13987480.0,109.9312,0
11219,26499800.0,13987430.0,109.9313,0
11220,26499790.0,13987390.0,109.9315,0
11221,26499780.0,13987350.0,109.9317,0
11222,26499760.0,13987310.0,109.9318,0
11223,26499730.0,13987260.0,109.932,0
11224,26499710.0,13987220.0,109.9322,0
11225,26499690.0,13987180.0,109.9323,0
11226,26499660.0,13987140.0,109.9325,0
11227,26499640.0,13987090.0,109.9327,0
11228,26499620.0,13987050.0,109.9328,0
11229,26499590.0,13987010.0,109.933,0
11230,26499570.0,13986960.0,109.9332,0
11231,26499550.0,13986920.0,109.9333,0
11232,26499520.0,13986880.0,109.9335,0
11233,26499490.0,13986840.0,109.9337,0
11234,26499450.0,13986790.0,109.9338,0
11235,26499420.0,13986750.0,109.934,0
11236,26499390.0,13986710.0,109.9342,0
11237,26499350.0,13986670.0,109.9343,0
11238,26499320.0,13986620.0,109.9345,0
11239,26499290.0,13986580.0,109.9347,0
11240,26499250.0,13986540.0,109.9348,0
11241,26499220.0,13986500.0,109.935,0
11242,26499190.0,13986450.0,109.9352,0
11243,26499150.0,13986410.0,109.9353,0
11244,26499180.0,13986540.0,109.9352,0
11245,26499210.0,13986670.0,109.9352,0
11246,26499240.0,13986790.0,109.9351,0
11247,26499270.0,13986920.0,109.935,0
11248,26499300.0,13987050.0,109.9349,0
11249,26499330.0,13987180.0,109.9348,0
11250,26499360.0,13987300.0,109.9347,0
11251,26499390.0,13987430.0,109.9347,0
11252,26499420.0,13987560.0,109.9346,0
11253,26499450.0,13987690.0,109.9345,0
11254,26499480.0,13987820.0,109.9344,0
11255,26499480.0,13987940.0,109.9343,0
11256,26499470.0,13988070.0,109.9342,0
11257,26499460.0,13988200.0,109.9342,0
11258,26499460.0,13988330.0,109.9341,0
11259,26499450.0,13988460.0,109.934,0
11260,26499450.0,13988580.0,109.9339,0
11261,26499440.0,13988710.0,109.9338,0
11262,26499440.0,13988840.0,109.9337,0
11263,26499430.0,13988970.0,109.9337,0
11264,26499420.0,13989090.0,109.9336,0
11265,26499420.0,13989220.0,109.9335,0
11266,26499420.0,13989140.0,109.9334,0
11267,26499420.0,13989050.0,109.9333,0
11268,26499420.0,13988970.0,109.9332,0
11269,26499430.0,13988880.0,109.9332,0
11270,26499430.0,13988800.0,109.9331,0
11271,26499430.0,13988710.0,109.933,0
11272,26499430.0,13988620.0,109.9329,0
11273,26499430.0,13988540.0,109.9328,0
11274,26499440.0,13988460.0,109.9327,0
11275,26499440.0,13988370.0,109.9327,0
11276,26499440.0,13988280.0,109.9326,0
11277,26499500.0,13988200.0,109.9323,0
11278,26499570.0,13988110.0,109.9321,0
11279,26499630.0,13988030.0,109.9318,0
11280,26499700.0,13987940.0,109.9316,0
11281,26499760.0,13987860.0,109.9313,0
11282,26499830.0,13987770.0,109.9311,0
11283,26499890.0,13987690.0,109.9308,0
11284,26499960.0,13987600.0,109.9306,0
11285,26500020.0,13987520.0,109.9303,0
11286,26500090.0,13987430.0,109.9301,0
11287,26500150.0,13987350.0,109.9298,0
11288,26500140.0,13987260.0,109.9296,0
11289,26500130.0,13987180.0,109.9293,0
11290,26500120.0,13987090.0,109.9291,0
11291,26500100.0,13987010.0,109.9288,0
11292,26500090.0,13986920.0,109.9286,0
11293,26500080.0,13986840.0,109.9283,0
11294,26500070.0,13986750.0,109.9281,0
11295,26500060.0,13986670.0,109.9278,0
11296,26500050.0,13986580.0,109.9276,0
11297,26500030.0,13986500.0,109.9273,0
11298,26500020.0,13986410.0,109.9271,0
11299,26500040.0,13986500.0,109.9271,0
11300,26500060.0,13986580.0,109.9272,0
11301,26500080.0,13986670.0,109.9272,0
11302,26500100.0,13986750.0,109.9272,0
11303,26500120.0,13986840.0,109.9273,0
11304,26500140.0,13986920.0,109.9273,0
11305,26500160.0,13987010.0,109.9274,0
11306,26500180.0,13987090.0,109.9274,0
11307,26500200.0,13987180.0,109.9275,0
11308,26500220.0,13987260.0,109.9275,0
11309,26500240.0,13987350.0,109.9275,0
11310,26500170.0,13987430.0,109.9276,0
11311,26500110.0,13987520.0,109.9276,0
11312,26500050.0,13987600.0,109.9277,0
11313,26499980.0,13987690.0,109.9277,0
11314,26499920.0,13987770.0,109.9277,0
11315,26499850.0,13987860.0,109.9278,0
11316,26499790.0,13987940.0,109.9278,0
11317,26499720.0,13988030.0,109.9279,0
11318,26499660.0,13988110.0,109.9279,0
11319,26499590.0,13988200.0,109.928,0
11320,26499530.0,13988280.0,109.928,0
11321,26499510.0,13988370.0,109.928,0
11322,26499480.0,13988460.0,109.9281,0
11323,26499460.0,13988540.0,109.9281,0
11324,26499440.0,13988620.0,109.9282,0
11325,26499420.0,13988710.0,109.9282,0
11326,26499400.0,13988800.0,109.9282,0
11327,26499370.0,13988880.0,109.9283,0
11328,26499350.0,13988970.0,109.9283,0
11329,26499330.0,13989050.0,109.9284,0
11330,26499300.0,13989140.0,109.9284,0
11331,26499280.0,13989220.0,109.9285,0
11332,26499330.0,13989180.0,109.9285,0
11333,26499370.0,13989140.0,109.9285,0
11334,26499420.0,13989090.0,109.9286,0
11335,26499470.0,13989050.0,109.9286,0
11336,26499510.0,13989010.0,109.9287,0
11337,26499560.0,13988970.0,109.9287,0
11338,26499610.0,13988920.0,109.9287,0
11339,26499650.0,13988880.0,109.9288,0
11340,26499700.0,13988840.0,109.9288,0
11341,26499750.0,13988800.0,109.9289,0
11342,26499790.0,13988750.0,109.9289,0
11343,26499800.0,13988710.0,109.9289,0
11344,26499800.0,13988670.0,109.929,0
11345,26499810.0,13988630.0,109.929,0
11346,26499810.0,13988580.0,109.9291,0
11347,26499820.0,13988540.0,109.9291,0
11348,26499820.0,13988500.0,109.9292,0
11349,26499830.0,13988460.0,109.9292,0
11350,26499840.0,13988410.0,109.9292,0
11351,26499840.0,13988370.0,109.9293,0
11352,26499840.0,13988330.0,109.9293,0
11353,26499850.0,13988290.0,109.9294,0
11354,26499860.0,13988240.0,109.9294,0
11355,26499870.0,13988200.0,109.9295,0
11356,26499870.0,13988160.0,109.9295,0
11357,26499880.0,13988110.0,109.9295,0
11358,26499880.0,13988070.0,109.9296,0
11359,26499890.0,13988030.0,109.9296,0
11360,26499900.0,13987990.0,109.9297,0
11361,26499910.0,13987950.0,109.9297,0
11362,26499910.0,13987900.0,109.9297,0
